year4,sampledate,month,daynum,avg_air_temp,flag_avg_air_temp,avg_rel_hum,flag_avg_rel_hum,avg_wind_speed,flag_avg_wind_speed,avg_wind_dir,flag_avg_wind_dir,avg_chlor,flag_chlor,avg_phycocyanin,flag_phycocyanin,avg_par,flag_par,avg_par_below,flag_par_below,avg_opt_wtemp,flag_avg_opt_wtemp,avg_opt_dosat_raw,flag_avg_opt_dosat_raw,avg_opt_do_raw,flag_avg_opt_do_raw
2016,4/22/2016 0:00,4,113,12.06,,66.24,,2.9,,91.26,,10976.07,,1070.62,,1395.61,,506.97,,11.45,,133.68,H,14.59,
2016,4/22/2016 0:00,4,113,12.49,,65.79,,2.14,,75.32,,13558.12,,1219.98,,823.25,,269.91,,11.66,,138.77,H,15.07,
2016,4/22/2016 0:00,4,113,12.65,,66.23,,3.15,,55.31,,15823,,1300.48,,400.8,,106.24,,11.75,,140.33,H,15.21,H
2016,4/22/2016 0:00,4,113,12.68,,66.8,,3.3,,79.32,,12017.2,,974.64,,348.89,,107.89,,11.46,,132.77,H,14.48,
2016,4/22/2016 0:00,4,113,14.49,,59.39,,1.79,,110.43,,14350.25,,1169.89,,283.04,,75.35,,11.66,,137.79,H,14.97,
2016,4/22/2016 0:00,4,113,16.3,,54.93,,1.03,,115.8,,17052,,1136.9,,143.3,,30.7,,11.63,,137.6,H,14.96,
2016,4/23/2016 0:00,4,114,7.89,,80.04,,4.57,,144.65,,15257.75,,1111.11,,0,,0,,11.02,,131.8,H,14.53,
2016,4/23/2016 0:00,4,114,6.83,,77.62,,4.54,,135.62,,12863.67,,984.65,,0,,0,,11.03,,127.77,H,14.08,
2016,4/23/2016 0:00,4,114,5.99,,74.32,,3.53,,131.15,,11868.58,,886.26,,0,,0,,10.83,,124.03,H,13.73,
2016,4/23/2016 0:00,4,114,5.53,,75.81,,3.04,,124.86,,12249.12,,872.86,,0,,0,,10.76,,123.13,,13.65,
2016,4/23/2016 0:00,4,114,5.2,,75.46,,2.54,,119.68,,11515.92,,890.94,,0,,0,,10.78,,121.94,,13.51,
2016,4/23/2016 0:00,4,114,5.05,,76.08,,2.12,,120.73,,11936.23,,860.23,,1.36,,0.43,,10.65,,120.46,,13.39,
2016,4/23/2016 0:00,4,114,5.01,,76.22,,2.4,,124.46,,10641.28,,841.71,,116.07,,23.32,,10.57,,119.73,,13.34,
2016,4/23/2016 0:00,4,114,5.67,,72.72,,2.43,,118.27,,9008.98,,868.76,,496.44,,119.79,,10.4,,123.04,,13.76,
2016,4/23/2016 0:00,4,114,6.77,,68.74,,1.46,,152.95,,6985.08,,805.25,,875.96,,290.73,,10.23,,123.9,,13.91,
2016,4/23/2016 0:00,4,114,7.46,,69.36,,1.3,,174.27,,5776.05,,700.58,,1226.68,,505.46,,10.19,,126.24,H,14.18,
2016,4/23/2016 0:00,4,114,9.81,,61.69,,1.01,,131.1,,5054.9,,627.78,,1485.23,,702.25,,10.5,,124.12,,13.85,
2016,4/23/2016 0:00,4,114,11.42,,54.4,,2.98,,150.44,,4562.7,,597.17,,1114.63,,502.73,,10.57,,122.74,,13.67,
2016,4/23/2016 0:00,4,114,12.84,,52.8,,2.66,,146.9,,4670.68,,608.41,,1455.55,,729.92,,10.45,,125.23,,13.99,
2016,4/23/2016 0:00,4,114,14.28,,52.57,,1.82,,120.08,,4713.77,,618.74,,1640.58,,861.49,,10.79,,130.89,H,14.5,
2016,4/23/2016 0:00,4,114,14.69,,53.62,,2.89,,136.49,,4484.4,,580.8,,1472.47,,762.01,,11.25,,132.24,H,14.5,
2016,4/23/2016 0:00,4,114,15.38,,49.43,,4.25,,154.91,,7295.92,,744.58,,1235.23,,556.75,,10.57,,134.65,H,15,
2016,4/23/2016 0:00,4,114,15.65,,48.2,,3.79,,165.92,,7791.08,,734.81,,928.87,,397.71,,10.3,,133.65,H,14.98,H
2016,4/23/2016 0:00,4,114,16.02,,47.1,,2.91,,184.42,,8567.98,,727.11,,543.29,,222.65,,10.26,,131.36,H,14.74,
2016,4/23/2016 0:00,4,114,15.76,,48.28,,4.01,,188.59,,9330.45,,694.23,,271.92,,104.6,,10.07,,127.72,H,14.39,
2016,4/23/2016 0:00,4,114,15.7,,45.65,,5.05,,193.1,,9434,,646.1,,122.8,,40.9,,10.08,,126.8,H,14.29,
2016,4/24/2016 0:00,4,115,9,,72.61,,3.1,,136.88,,10420.92,,678.41,,0,,0,,9.77,,117.98,,13.39,
2016,4/24/2016 0:00,4,115,8.51,,75.35,,2.75,,145.25,,10977.52,,710.49,,0,,0,,9.83,,117.46,,13.31,
2016,4/24/2016 0:00,4,115,7.96,,74.91,,3.12,,130.63,,10913.07,,711.43,,0,,0,,9.8,,116.65,,13.23,
2016,4/24/2016 0:00,4,115,7.53,,72.39,,2.93,,143.52,,11239.88,,711.78,,0,,0,,9.74,,115.63,,13.13,
2016,4/24/2016 0:00,4,115,7.46,,73.81,,3.55,,163.43,,10320.57,,727.85,,0,,0,,9.69,,115.06,,13.08,
2016,4/24/2016 0:00,4,115,7.71,,76.11,,3.13,,161.3,,10851.43,,705.21,,0.79,,0.34,,9.62,,114.19,,13,
2016,4/24/2016 0:00,4,115,8.36,,76.61,,3.62,,171.27,,11334.53,,686.44,,31.29,,13.16,,9.59,,113.84,,12.98,
2016,4/24/2016 0:00,4,115,8.69,,78.19,,3.47,,175.27,,9807.58,,700.19,,146.38,,57.51,,9.59,,114.47,,13.05,
2016,4/24/2016 0:00,4,115,9.23,,81.48,,3.03,,171.17,,10190.03,,702.87,,158.41,,63.48,,9.61,,114.96,,13.1,
2016,4/24/2016 0:00,4,115,10.87,,79.31,,3.13,,167.3,,8936.58,,730.83,,594.64,,238.63,,9.65,,117.47,,13.37,
2016,4/24/2016 0:00,4,115,12.88,,72.03,,3.75,,164.94,,8437.77,,731.12,,816.83,,354.86,,9.72,,119.42,,13.57,
2016,4/24/2016 0:00,4,115,15.18,,66.03,,3.47,,173.35,,7960.55,,723.6,,1096.09,,504.12,,9.86,,121.25,,13.73,
2016,4/24/2016 0:00,4,115,16.49,,64.49,,3.39,,200.17,,7277.05,,753.71,,1352.87,,611.01,,10.19,,124.59,,14,
2016,4/24/2016 0:00,4,115,17.44,,63,,2.32,,204.52,,7983.95,,825.46,,948.22,,388.69,,10.45,,127.28,H,14.21,
2016,4/24/2016 0:00,4,115,17.69,,63.79,,2.71,,146.17,,9558.73,,1016.72,,1116.21,,420.65,,11.29,,141.87,H,15.53,
2016,4/24/2016 0:00,4,115,19.4,,58.78,,2.33,,138.42,,14705.6,,1413.24,,920.14,,325.62,,11.55,,149.57,H,16.28,H
2016,4/24/2016 0:00,4,115,18.37,,63.69,,2.95,,133.39,,17272.38,,1537.32,,422.96,,129.46,,11.31,,147.99,H,16.2,H
2016,4/24/2016 0:00,4,115,17.73,,68.11,,5.13,,111.27,,13407,,1167.9,,311.82,,90.08,,11.42,,141.31,H,15.43,H
2016,4/24/2016 0:00,4,115,16.97,,66.23,,5.97,,126.45,,14516.63,,1199.95,,182.82,,52.44,,10.99,,139.38,H,15.37,H
2016,4/24/2016 0:00,4,115,16.7,,66.7,,4.85,,128.8,,14553,,1145.9,,88.7,,23.9,,10.69,,136.5,H,15.16,H
2016,4/25/2016 0:00,4,116,11.19,,82,,1.66,,132.88,,13574.18,,774.93,,0,,0,,9.85,,115.96,,13.13,
2016,4/25/2016 0:00,4,116,11.01,,84.29,,1.38,,79.41,,12605.48,,844.22,,0,,0,,10.07,,116.84,,13.17,
2016,4/25/2016 0:00,4,116,11.12,,84.54,,1.59,,83.88,,13516.35,,944.25,,0,,0,,10.2,,118.45,,13.31,
2016,4/25/2016 0:00,4,116,11.29,,85.42,,1.46,,98.55,,14266.95,,881.39,,0,,0,,10.26,,118.1,,13.25,
2016,4/25/2016 0:00,4,116,12.34,,84.65,,1.01,,110.97,,14262.18,,833.98,,0,,0,,10.41,,118.64,,13.26,
2016,4/25/2016 0:00,4,116,13.52,,81.72,,2.58,,175.63,,13739.22,,836.6,,1.19,,0.48,,10.53,,119.25,,13.29,
2016,4/25/2016 0:00,4,116,14.44,,77.8,,4.14,,206.19,,12847.5,,840.32,,48.69,,16.5,,10.54,,119.51,,13.32,
2016,4/25/2016 0:00,4,116,15.08,,75.75,,3.4,,209.09,,12822.63,,865.12,,241.47,,73.61,,10.56,,121.08,,13.49,
2016,4/25/2016 0:00,4,116,15.99,,72.57,,2.35,,196.66,,11756.8,,906.03,,378.1,,122.22,,10.62,,124.47,,13.84,
2016,4/25/2016 0:00,4,116,16.95,,69.36,,4.07,,224.67,,8295.28,,859.47,,1204.42,,454.57,,10.78,,128.94,H,14.29,
2016,4/25/2016 0:00,4,116,18.12,,65.12,,5.01,,235.42,,6547.82,,730.97,,1459.5,,618.54,,10.89,,125.87,H,13.91,
2016,4/25/2016 0:00,4,116,19.14,,62.63,,4.79,,234.06,,5860.98,,712.91,,1620.6,,715.67,,11.11,,127.46,H,14.02,
2016,4/25/2016 0:00,4,116,19.62,,62.56,,5.1,,247.32,,8712.63,,838.03,,503.24,,186.79,,11.2,,127.16,H,13.96,
2016,4/25/2016 0:00,4,116,19.44,,64.8,,4.62,,265.64,,9925.78,,1039.48,,823.1,,283.07,,11.6,,136.78,H,14.87,
2016,4/25/2016 0:00,4,116,20.83,,60.63,,4.65,,250.26,,9043.9,,1063.93,,1287.41,,475.86,,11.9,,142.94,H,15.44,H
2016,4/25/2016 0:00,4,116,21.26,,59.35,,6.15,,248.84,,11253.47,,1196.24,,966.21,,333.76,,11.91,,142.86,H,15.42,H
2016,4/25/2016 0:00,4,116,21.8,,57.14,,7.72,,256.43,,12101.98,,1226.04,,771.78,,249.13,,11.94,,143.74,H,15.51,H
2016,4/25/2016 0:00,4,116,22.05,,48.13,,8.42,,255.25,,10953.47,,1087.21,,494.64,,170.2,,11.55,,136.22,H,14.83,H
2016,4/25/2016 0:00,4,116,21.31,,48.8,,6.48,,263.65,,10721.85,,966.32,,235.97,,78.27,,11.31,,130.9,H,14.33,
2016,4/25/2016 0:00,4,116,19.2,,52.23,,5.34,,298.6,,9696,,877.5,,112.6,,23.9,,11.27,,129.5,H,14.19,
2016,4/26/2016 0:00,4,117,8.47,,93.15,,4.67,,85.22,,11580.33,,840.81,,0,,0,,10.82,,122.46,,13.56,
2016,4/26/2016 0:00,4,117,7.93,,93.6,,4.6,,72.57,,11783.03,,859.72,,0,,0,,10.81,,121.57,,13.46,
2016,4/26/2016 0:00,4,117,7.1,,94.94,,5.35,,77.77,,11321.05,,849.64,,0,,0,,10.81,,120.69,,13.37,
2016,4/26/2016 0:00,4,117,6.24,,95.95,,5.99,,86.52,,11380.93,,849.36,,0,,0,,10.8,,119.92,,13.28,
2016,4/26/2016 0:00,4,117,5.75,,96.78,,5.91,,72.68,,11316.43,,845.68,,0,,0,,10.79,,119.2,,13.21,
2016,4/26/2016 0:00,4,117,5.44,,98.11,,5.14,,67.28,,11201.95,,858.17,,0.57,,0.06,,10.76,,118.3,,13.12,
2016,4/26/2016 0:00,4,117,5.13,,98.46,,5.36,,83.39,,11020.87,,849.36,,21.05,,8.3,,10.73,,117.26,,13.01,
2016,4/26/2016 0:00,4,117,4.77,,96.97,,5.32,,73.95,,10305.52,,854.32,,93.93,,30.98,,10.74,,117.08,,12.99,
2016,4/26/2016 0:00,4,117,4.63,,95.33,,5.16,,86.77,,9968.32,,868.16,,229.47,,78.48,,10.75,,117.49,,13.03,
2016,4/26/2016 0:00,4,117,4.88,,94.28,,5.71,,81.7,,10162.27,,912.48,,273.87,,89.5,,10.77,,117.7,,13.05,
2016,4/26/2016 0:00,4,117,5.28,,91.73,,5.61,,87.83,,10703.43,,964.04,,366.1,,115.83,,10.78,,118.18,,13.1,
2016,4/26/2016 0:00,4,117,5.92,,89.01,,4.78,,88.07,,10966.02,,978.48,,412.09,,132.03,,10.82,,118.9,,13.17,
2016,4/26/2016 0:00,4,117,6.74,,85.19,,5.42,,83.93,,10845.92,,1008.2,,629.95,,200.85,,10.85,,120.11,,13.29,
2016,4/26/2016 0:00,4,117,7.69,,79.7,,5.89,,84.44,,10500.55,,1037.69,,842.45,,275.09,,10.91,,121.05,,13.38,
2016,4/26/2016 0:00,4,117,8.22,,77.04,,6.04,,94.06,,9993.72,,972.18,,736.05,,245.65,,10.95,,120.55,,13.31,
2016,4/26/2016 0:00,4,117,8.29,,77.03,,6.1,,93.43,,10462.15,,999.04,,525.39,,171.67,,10.94,,120.5,,13.3,
2016,4/26/2016 0:00,4,117,8,,77.95,,7.13,,90.62,,10353.82,,951.01,,476.67,,155.91,,10.85,,119.63,,13.24,
2016,4/26/2016 0:00,4,117,7.82,,77.46,,6.22,,92.52,,10821.18,,948.29,,335.58,,107.46,,10.61,,118.53,,13.19,
2016,4/26/2016 0:00,4,117,7.82,,76.83,,7.31,,104.2,,10278.03,,888.99,,225.97,,72.19,,10.43,,117.17,,13.09,
2016,4/26/2016 0:00,4,117,7.6,,75.65,,8.38,,115.2,,9901,,922.9,,81.9,,27.3,,10.34,,115.9,,12.98,
2016,4/27/2016 0:00,4,118,5.95,,82.1,,5.87,,103.92,,8740.78,,703.28,,0,,0,,9.25,,105.12,,12.08,
2016,4/27/2016 0:00,4,118,5.75,,83.17,,5.88,,102.93,,8576.72,,680.52,,0,,0,,9.13,,104.27,,12.01,
2016,4/27/2016 0:00,4,118,5.98,,82.25,,6.09,,105.96,,8171.92,,682.06,,0,,0,,9.11,,103.39,,11.92,
2016,4/27/2016 0:00,4,118,5.39,,83.61,,5.99,,105.71,,8550.02,,724.02,,0,,0,,9.33,,104.04,,11.93,
2016,4/27/2016 0:00,4,118,4.43,,81.89,,6.56,,105.63,,8660.92,,736.88,,0,,0,,9.4,,104.28,,11.94,
2016,4/27/2016 0:00,4,118,3.92,,78.02,,6.52,,105.96,,9146.72,,772.09,,2.93,,1.11,,9.48,,104.54,,11.95,
2016,4/27/2016 0:00,4,118,3.71,,77.4,,5.73,,107.61,,8426.5,,790.55,,156.12,,39.25,,9.56,,106.44,,12.14,
2016,4/27/2016 0:00,4,118,4.27,,77.79,,5.6,,109.44,,7304.75,,776.71,,488.89,,140.11,,9.59,,108.82,,12.4,
2016,4/27/2016 0:00,4,118,5.87,,68.27,,7.01,,123.32,,6069,,736.02,,691.54,,248.66,,9.47,,108.09,,12.35,
2016,4/27/2016 0:00,4,118,7.41,,55.67,,8.26,,128.3,,5336.52,,673.05,,871.7,,369.21,,9.16,,105.59,,12.16,
2016,4/27/2016 0:00,4,118,8.26,,49.29,,8.96,,128.84,,5213.87,,637.49,,875.35,,376.04,,8.96,,103.01,,11.92,
2016,4/27/2016 0:00,4,118,8.83,,46.93,,9.04,,128.49,,4528.65,,582.52,,878.61,,382.67,,8.75,,100.78,,11.72,
2016,4/27/2016 0:00,4,118,9.35,,47.6,,8.72,,128.83,,4809.88,,592.51,,1041.35,,470.2,,8.84,,101.59,,11.79,
2016,4/27/2016 0:00,4,118,10.19,,42.44,,8.11,,132.72,,4783.42,,594.35,,1138.07,,535.21,,8.88,,102.07,,11.83,
2016,4/27/2016 0:00,4,118,10.54,,38.19,,8.18,,129.49,,6136.18,,643.92,,506.01,,208.53,,8.97,,102.31,,11.84,
2016,4/27/2016 0:00,4,118,10.11,,42.38,,9.54,,134.87,,6164.02,,624.48,,237.43,,97.07,,8.95,,101.21,,11.71,
2016,4/27/2016 0:00,4,118,8.58,,57.62,,5.35,,135.3,,6390.95,,626.27,,108.67,,44.54,,8.95,,100.17,,11.59,
2016,4/27/2016 0:00,4,118,7.23,,72.92,,5.69,,129.1,,6874.07,,643.48,,76.58,,31.64,,9.04,,100.81,,11.64,
2016,4/27/2016 0:00,4,118,6.46,,79.98,,6.5,,111.42,,6325.22,,628.16,,70.45,,27.82,,8.83,,99.12,,11.5,
2016,4/27/2016 0:00,4,118,6.8,,72.42,,7.01,,118.9,,6174,,609.3,,64.8,,23.9,,8.69,,98.1,,11.43,
2016,4/28/2016 0:00,4,119,6.51,,59.67,,5.39,,109.22,,8229.78,,679.34,,0,,0,,9.01,,100.68,,11.63,
2016,4/28/2016 0:00,4,119,6.63,,63.64,,5.43,,102.94,,8076.43,,668.76,,0,,0,,8.98,,100.23,,11.59,
2016,4/28/2016 0:00,4,119,6.81,,67.63,,5.38,,117.61,,7849.23,,663.09,,0,,0,,8.97,,99.74,,11.54,
2016,4/28/2016 0:00,4,119,6,,77.35,,4.78,,102.86,,8057.88,,677.71,,0,,0,,9.01,,99.5,,11.5,
2016,4/28/2016 0:00,4,119,5.27,,86.55,,6.55,,99.51,,7722.4,,667.95,,0,,0,,9,,99.26,,11.48,
2016,4/28/2016 0:00,4,119,5.44,,87.28,,6.19,,105.44,,7659.68,,669.93,,0.82,,0.43,,8.89,,98.51,,11.42,
2016,4/28/2016 0:00,4,119,5.61,,79.85,,4.5,,105.74,,7112.18,,638.43,,16.12,,7.82,,8.7,,97.43,,11.34,
2016,4/28/2016 0:00,4,119,5.96,,82.55,,4.81,,133.69,,6729.57,,627.92,,47.87,,21.7,,8.58,,96.92,,11.32,
2016,4/28/2016 0:00,4,119,5.44,,83.05,,5.02,,136.07,,6161.9,,608.75,,122.56,,52.4,,8.45,,96.59,,11.31,
2016,4/28/2016 0:00,4,119,4.95,,90.38,,4.13,,124.2,,6199.57,,642.46,,149.84,,63.05,,8.77,,97.67,,11.35,
2016,4/28/2016 0:00,4,119,5.03,,90.76,,5.54,,124.28,,6071.53,,660.78,,330.51,,138.58,,8.87,,98.82,,11.46,
2016,4/28/2016 0:00,4,119,5.09,,88.38,,6.27,,124,,5906.35,,662.62,,402.15,,167.89,,8.93,,99.53,,11.53,
2016,4/28/2016 0:00,4,119,5.39,,85.43,,5.68,,117.8,,6067.58,,652.54,,253.84,,102.41,,8.93,,98.73,,11.43,
2016,4/28/2016 0:00,4,119,5.43,,83.33,,6.11,,106.38,,5366.12,,618.61,,422.45,,178.59,,8.85,,98.85,,11.47,
2016,4/28/2016 0:00,4,119,5.45,,85.66,,5.74,,100.01,,5442.55,,612.22,,300.73,,127.53,,8.66,,97.75,,11.39,
2016,4/28/2016 0:00,4,119,4.83,,91.53,,6.1,,110.05,,5451.3,,596.11,,165.64,,69.02,,8.59,,96.75,,11.29,
2016,4/28/2016 0:00,4,119,4.76,,91.19,,5.57,,120.08,,5610.12,,598.57,,128.06,,53.34,,8.47,,96.53,,11.3,
2016,4/28/2016 0:00,4,119,4.77,,90.89,,4.9,,117.01,,6272.42,,647.57,,76.37,,30.24,,8.81,,98.2,,11.4,
2016,4/28/2016 0:00,4,119,4.76,,90.37,,4.71,,123.54,,6426.43,,660.18,,42.67,,18.53,,8.98,,98.07,,11.34,
2016,4/28/2016 0:00,4,119,4.6,,90.8,,3.97,,109.2,,6521,,723.6,,20.5,,10.2,,9.06,,98.3,,11.35,
2016,4/29/2016 0:00,4,120,4.47,,94.45,,2.9,,91.71,,7829.82,,684.33,,0,,0,,9.2,,96.42,,11.09,
2016,4/29/2016 0:00,4,120,4.51,,95.8,,3.19,,51.22,,7410.52,,690.36,,0,,0,,9.2,,96.11,,11.06,
2016,4/29/2016 0:00,4,120,4.57,,94.57,,3.61,,83.55,,7111.68,,686.83,,0,,0,,9.2,,95.87,,11.03,
2016,4/29/2016 0:00,4,120,4.67,,92.36,,3.07,,64.51,,7329,,685.36,,0,,0,,9.18,,95.49,,10.99,
2016,4/29/2016 0:00,4,120,4.7,,92.05,,4.19,,26.35,,6596.18,,674.11,,0,,0,,9.16,,95.26,,10.97,
2016,4/29/2016 0:00,4,120,4.38,,90.9,,4.24,,35.49,,6309.27,,674.34,,1.33,,0.65,,9.12,,94.83,,10.93,
2016,4/29/2016 0:00,4,120,4.32,,91.02,,4.71,,21.62,,5606.32,,666.51,,78.92,,24.88,,9.05,,95.32,,11,
2016,4/29/2016 0:00,4,120,4.45,,89.85,,4.1,,21.92,,5115.45,,657.04,,349.64,,115.83,,8.98,,97.94,,11.32,
2016,4/29/2016 0:00,4,120,4.92,,87.03,,4.02,,45.32,,4905.42,,660.86,,491.5,,192.83,,8.96,,99.05,,11.46,
2016,4/29/2016 0:00,4,120,5.69,,82.14,,4.17,,57.19,,4893.77,,660.18,,568.24,,224,,8.98,,99.74,,11.53,
2016,4/29/2016 0:00,4,120,6.29,,80.57,,5.07,,71.19,,4584.7,,635.81,,680.76,,273.44,,8.92,,98.96,,11.46,
2016,4/29/2016 0:00,4,120,6.79,,77.14,,4.98,,89.43,,4350.42,,608.29,,579.27,,234.9,,8.79,,98.32,,11.42,
2016,4/29/2016 0:00,4,120,7.36,,73.79,,3.98,,100.25,,3864.63,,556.31,,933.95,,427.7,,8.61,,98.69,,11.52,
2016,4/29/2016 0:00,4,120,8.27,,69.49,,4.79,,93.26,,3066.45,,532.31,,1523.94,,805.02,,8.57,,98.62,,11.52,
2016,4/29/2016 0:00,4,120,8.99,,67.21,,3.68,,94.08,,3615.15,,543.14,,631.07,,273.29,,8.46,,97.38,,11.4,
2016,4/29/2016 0:00,4,120,9.26,,67.97,,2.8,,107.76,,4212.75,,566.34,,420.17,,179.24,,8.43,,97.07,,11.37,
2016,4/29/2016 0:00,4,120,9.68,,66.02,,2.55,,122.41,,4376.38,,568.45,,356.69,,151.63,,8.51,,97.85,,11.45,
2016,4/29/2016 0:00,4,120,9.9,,66.56,,1.53,,121.68,,4766.78,,590.33,,271.53,,114.26,,8.57,,98.26,,11.48,
2016,4/29/2016 0:00,4,120,10.2,,65.74,,0.98,,50.31,,5064.97,,634.73,,259.27,,109.28,,8.71,,98.89,,11.51,
2016,4/29/2016 0:00,4,120,10.5,,68.75,,2.21,,63.7,,5283,,587.4,,146.8,,47.8,,8.79,,99.1,,11.52,
2016,4/30/2016 0:00,4,121,6.25,,79.34,,4.33,,130.8,,5011.32,,562.8,,0,,0,,8.82,,93.14,,10.81,
2016,4/30/2016 0:00,4,121,6.33,,79.88,,3.37,,130.65,,4971.68,,547.54,,0,,0,,8.64,,92.77,,10.82,
2016,4/30/2016 0:00,4,121,6.32,,82.09,,4.1,,111.73,,4950.48,,558.11,,0,,0.03,,8.49,,92.95,,10.88,
2016,4/30/2016 0:00,4,121,6.68,,77.95,,4.5,,113.38,,5021.97,,587,,0,,0,,8.44,,93.37,,10.94,
2016,4/30/2016 0:00,4,121,6.67,,73.59,,4.77,,106.74,,5156.85,,600.36,,0,,0,,8.4,,92.64,,10.87,
2016,4/30/2016 0:00,4,121,6.56,,72.08,,4.6,,110.48,,4936.32,,588.8,,1.79,,0.94,,8.35,,92.12,,10.82,
2016,4/30/2016 0:00,4,121,6.54,,71.89,,4.93,,122.9,,4574.77,,585.6,,43.2,,19.35,,8.29,,92.34,,10.86,
2016,4/30/2016 0:00,4,121,6.82,,72.05,,4.99,,126.1,,4368.5,,569.81,,101.5,,40.49,,8.25,,92.96,,10.94,
2016,4/30/2016 0:00,4,121,6.86,,72.17,,5.7,,121.65,,4212.02,,565.97,,268.81,,118.1,,8.22,,94.14,,11.09,
2016,4/30/2016 0:00,4,121,7.51,,75.83,,5.32,,114.78,,4124.05,,555.25,,281.04,,118.88,,8.17,,94.04,,11.09,
2016,4/30/2016 0:00,4,121,8.22,,77.61,,6.06,,124.73,,4097.72,,566.69,,305.07,,130.21,,8.17,,94.39,,11.13,
2016,4/30/2016 0:00,4,121,8.6,,80.8,,6.51,,120.38,,4003.17,,560.97,,308.5,,133.88,,8.18,,94.5,,11.14,
2016,4/30/2016 0:00,4,121,8.74,,80.7,,6.57,,113.85,,3999.57,,555.13,,305.88,,133.37,,8.18,,94.58,,11.15,
2016,4/30/2016 0:00,4,121,8.49,,81.07,,5.56,,120.43,,4021.33,,548.81,,237.42,,103.1,,8.16,,93.9,,11.08,
2016,4/30/2016 0:00,4,121,8.14,,82.42,,6.76,,113.63,,3924.33,,547.13,,353.26,,154.71,,8.17,,95.16,,11.22,
2016,4/30/2016 0:00,4,121,7.72,,78.13,,8.37,,117.29,,3785.02,,543.12,,326.72,,143.94,,8.14,,94.86,,11.2,
2016,4/30/2016 0:00,4,121,7.23,,83.56,,6.32,,111.66,,3690.13,,521.48,,161.76,,70.31,,8.06,,92.72,,10.97,
2016,4/30/2016 0:00,4,121,6.91,,90.41,,5.78,,99.1,,3646.72,,518.92,,68.71,,28.92,,8.04,,91.75,,10.86,
2016,4/30/2016 0:00,4,121,6.7,,90.84,,6.05,,92.82,,3742.18,,535,,36.59,,17.25,,8.04,,91.46,,10.82,
2016,4/30/2016 0:00,4,121,6.5,,89.5,,7.21,,96.8,,3885,,570.1,,23.9,,13.7,,8.03,,91.4,,10.81,
2016,5/1/2016 0:00,5,122,7.07,,88.71,,5.83,,88.83,,3954.73,,504.44,,0,,0,,7.92,,89.44,,10.61,
2016,5/1/2016 0:00,5,122,6.87,,91.13,,5.44,,85.6,,4000.08,,501.74,,0,,0,,7.9,,89.14,,10.58,
2016,5/1/2016 0:00,5,122,6.7,,90.72,,6.02,,100.04,,3940.32,,506.31,,0,,0,,7.88,,88.86,,10.55,
2016,5/1/2016 0:00,5,122,6.43,,89.73,,6.45,,84.08,,3819.57,,502.45,,0,,0,,7.85,,88.6,,10.53,
2016,5/1/2016 0:00,5,122,6.12,,92.5,,6.42,,85.89,,3745.68,,491.42,,0,,0,,7.82,,88.38,,10.51,
2016,5/1/2016 0:00,5,122,5.86,,94.66,,6.17,,96.94,,3711.42,,497,,0.85,,0.2,,7.79,,88.1,,10.49,
2016,5/1/2016 0:00,5,122,5.77,,94.35,,5.96,,77.35,,3509.65,,502.71,,17.04,,8.67,,7.87,,88.47,,10.51,
2016,5/1/2016 0:00,5,122,6.14,,90.39,,5.61,,84.28,,3364.95,,504.63,,102.65,,44.81,,8.01,,89.84,,10.64,
2016,5/1/2016 0:00,5,122,6.71,,84.73,,4.92,,78.72,,3292.98,,508.69,,235.51,,101.52,,8.04,,91.21,,10.79,
2016,5/1/2016 0:00,5,122,7.7,,79.65,,5.64,,84.81,,3009.05,,511.66,,431.27,,191.27,,8.09,,93.39,,11.03,
2016,5/1/2016 0:00,5,122,7.8,,81.52,,5.97,,86.21,,3225.57,,510.39,,272.56,,115.4,,8.07,,91.86,,10.86,
2016,5/1/2016 0:00,5,122,7.92,,85.04,,4.56,,86.79,,2982.35,,506.08,,560.09,,249.91,,8,,94.13,,11.15,
2016,5/1/2016 0:00,5,122,9.05,,81.91,,4.55,,90.59,,2994.92,,503.97,,557.82,,250.04,,8.03,,94.77,,11.22,
2016,5/1/2016 0:00,5,122,9.97,,78.19,,4.31,,95.25,,2957.83,,496.85,,689.26,,314.37,,8.13,,95.8,,11.31,
2016,5/1/2016 0:00,5,122,11.34,,67.62,,5.75,,101.15,,2602.13,,474.72,,1094.04,,537.25,,8.17,,96.24,,11.35,
2016,5/1/2016 0:00,5,122,12.15,,60.57,,5.87,,98.05,,3059.6,,498.7,,527.39,,244,,8.16,,94.36,,11.13,
2016,5/1/2016 0:00,5,122,12.01,,61.49,,5.97,,104.03,,3241.27,,513.46,,186.55,,81.94,,8.13,,92.1,,10.87,
2016,5/1/2016 0:00,5,122,11.89,,63.33,,6.05,,107.85,,3231.15,,516.11,,400.94,,181.6,,8.12,,93.71,,11.07,
2016,5/1/2016 0:00,5,122,11.53,,66.22,,5.76,,96.19,,3207.02,,503.74,,148.4,,65.14,,8.08,,91.33,,10.79,
2016,5/1/2016 0:00,5,122,11.2,,67.88,,5.83,,95.4,,3416,,479.7,,37.5,,17.1,,8.07,,89.7,,10.6,
2016,5/2/2016 0:00,5,123,8.75,,82.89,,3.88,,77.47,,3903.22,,493.95,,0,,0,,7.97,,87.89,,10.42,
2016,5/2/2016 0:00,5,123,8.6,,83.17,,2.48,,77.19,,3809.85,,502.54,,0,,0,,8.1,,87.42,,10.33,
